id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
PG478,The Cost,"Phillips, David Graham",1867,1911,['en'],10,"{'Domestic fiction', 'Man-woman relationships -- Fiction'}",Text
PG479,Little Lord Fauntleroy,"Burnett, Frances Hodgson",1849,1924,['en'],330,"{""Children's stories"", 'England -- Juvenile fiction', 'Grandfathers -- Juvenile fiction'}",Text
PG480,"""Undo"": A Novel","Hutsko, Joe",1963,,['en'],9,"{'Didactic fiction', 'Computer industry -- California -- Santa Clara County -- Fiction'}",Text
PG481,In the Bishop's Carriage,"Michelson, Miriam",1870,1942,['en'],17,"{'Detective and mystery stories', 'Crime -- Fiction', 'Theft -- Fiction', 'Adventure stories'}",Text
PG482,The Woodlanders,"Hardy, Thomas",1840,1928,['en'],160,"{'Forests and forestry -- Fiction', 'Dorset (England) -- Fiction', 'Social classes -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Arranged marriage -- Fiction', 'Pastoral fiction', 'Psychological fiction'}",Text
PG483,The Conquest of Canaan,"Tarkington, Booth",1869,1946,['en'],26,"{'Indiana -- Fiction', 'City and town life -- Fiction'}",Text
PG484,"Poor and Proud; Or, The Fortunes of Katy Redburn: A Story for Young Folks","Optic, Oliver",1822,1897,['en'],11,"{'Conduct of life -- Juvenile fiction', 'Poor -- Juvenile fiction'}",Text
PG485,The Road to Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],158,"{'Fantasy literature', 'Oz (Imaginary place) -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Farms -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Animals, Mythical -- Juvenile fiction', 'Princess Ozma (Fictitious character) -- Juvenile fiction', 'Magic -- Juvenile fiction'}",Text
PG486,"Ozma of Oz: A Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein","Baum, L. Frank (Lyman Frank)",1856,1919,['en'],250,"{'Fantasy literature', 'Tin Woodman (Fictitious character) -- Juvenile fiction', 'Physicians -- Juvenile fiction', 'Hens -- Juvenile fiction', 'Scarecrow (Fictitious character from Baum) -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Vacations -- Juvenile fiction', 'Steamboats -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Cowardly Lion (Fictitious character) -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Princess Ozma (Fictitious character) -- Juvenile fiction', 'Magic -- Juvenile fiction'}",Text
PG487,"Songs of Travel, and Other Verses","Stevenson, Robert Louis",1850,1894,['en'],141,"{'Poetry', 'Voyages and travels -- Poetry'}",Text
PG488,She Stands Accused,"MacClure, Victor",1887,1963,['en'],23,"{'Female offenders -- Biography', 'Criminals -- Biography'}",Text
PG489,One Basket,"Ferber, Edna",1885,1968,['en'],21,"{'Short stories', 'United States -- Social life and customs -- 20th century -- Fiction'}",Text
PG490,Life and Adventures of Calamity Jane,Calamity Jane,1852,1903,['en'],36,"{'Women -- West (U.S.) -- Biography', 'Cowgirls -- West (U.S.) -- Biography', 'Missouri -- History', 'Calamity Jane, 1852-1903'}",Text
PG491,Rezanov,"Atherton, Gertrude Franklin Horn",1857,1948,['en'],6,"{'Rezanov, Nikolai Petrovich, 1764-1807 -- Fiction', 'California -- History -- Fiction'}",Text
PG492,Essays in the Art of Writing,"Stevenson, Robert Louis",1850,1894,['en'],202,"{'Authorship', 'Stevenson, Robert Louis, 1850-1894 -- Authorship', 'Literature -- History and criticism'}",Text
PG493,Falk: A Reminiscence,"Conrad, Joseph",1857,1924,['en'],51,"{'Man-woman relationships -- Fiction', 'Seafaring life -- Fiction'}",Text
PG494,To-morrow,"Conrad, Joseph",1857,1924,['en'],73,"{'Man-woman relationships -- Fiction', 'Ship captains -- Fiction'}",Text
PG495,Amy Foster,"Conrad, Joseph",1857,1924,['en'],90,{'Man-woman relationships -- Fiction'},Text
PG496,The Little Lame Prince,"Craik, Dinah Maria Mulock",1826,1887,['en'],62,"{'Fairy tales', 'Princes -- Juvenile fiction', ""Children's literature"", 'People with disabilities -- Juvenile fiction'}",Text
PG497,Tracks of a Rolling Stone,"Coke, Henry J. (Henry John)",1827,1916,['en'],11,"{'Coke, Henry J. (Henry John), 1827-1916', 'West (U.S.) -- Description and travel'}",Text
PG498,Rebecca of Sunnybrook Farm,"Wiggin, Kate Douglas Smith",1856,1923,['en'],188,"{'Aunts -- Juvenile fiction', 'Girls -- Juvenile fiction', 'New England -- Juvenile fiction'}",Text
PG499,"Tom Swift in the Land of Wonders; Or, The Underground Search for the Idol of Gold","Appleton, Victor",,,['en'],40,"{'Honduras -- Juvenile fiction', 'Swift, Tom (Fictitious character) -- Juvenile fiction', 'Extinct cities -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}",Text
PG500,The Adventures of Pinocchio,"Collodi, Carlo",1826,1890,['en'],847,"{'Fairy tales', 'Pinocchio (Fictitious character) -- Juvenile fiction', 'Puppets -- Juvenile fiction'}",Text
PG501,The Story of Doctor Dolittle,"Lofting, Hugh",1886,1947,['en'],613,"{'Fantasy literature', 'Animals -- Juvenile fiction'}",Text
PG502,Desert Gold,"Grey, Zane",1872,1939,['en'],96,"{'Fiction', 'Western stories'}",Text
PG503,The Blue Fairy Book,"Lang, Andrew",1844,1912,['en'],1003,"{'Fairy tales', 'Folklore'}",Text
PG504,The Fifth String,"Sousa, John Philip",1854,1932,['en'],11,"{'Love stories', 'Violinists -- Fiction'}",Text
PG505,History of the Warfare of Science with Theology in Christendom,"White, Andrew Dickson",1832,1918,['en'],67,{'Religion and science -- History'},Text
PG506,The Shuttle,"Burnett, Frances Hodgson",1849,1924,['en'],99,"{'Children of the rich -- Fiction', 'Sisters -- Fiction', 'Americans -- England -- Fiction', 'Marriage -- Fiction'}",Text
PG507,Adam Bede,"Eliot, George",1819,1880,['en'],369,"{'Infanticide -- Fiction', 'Carpenters -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Illegitimate children -- Fiction', 'Didactic fiction', 'England -- Fiction', 'Women clergy -- Fiction'}",Text
PG508,Twice-Told Tales,"Hawthorne, Nathaniel",1804,1864,['en'],71,"{'Historical fiction, American', 'New England -- Social life and customs -- Fiction', 'Short stories'}",Text
PG509,The Purcell Papers — Volume 1,"Le Fanu, Joseph Sheridan",1814,1873,['en'],39,"{'Ireland -- Fiction', 'Fantasy fiction, English'}",Text
PG510,The Purcell Papers — Volume 2,"Le Fanu, Joseph Sheridan",1814,1873,['en'],23,"{'Ireland -- Fiction', 'Fantasy fiction, English'}",Text
PG511,The Purcell Papers — Volume 3,"Le Fanu, Joseph Sheridan",1814,1873,['en'],20,"{'Ireland -- Fiction', 'Fantasy fiction, English'}",Text
PG512,"Mosses from an Old Manse, and Other Stories","Hawthorne, Nathaniel",1804,1864,['en'],1413,"{'New England -- Social life and customs -- Fiction', 'Short stories'}",Text
PG513,The Snow Image,"Hawthorne, Nathaniel",1804,1864,['en'],79,"{'Historical fiction, American', 'New England -- Social life and customs -- Fiction', 'Short stories'}",Text
PG514,Little Women,"Alcott, Louisa May",1832,1888,['en'],3356,"{'March family (Fictitious characters) -- Fiction', 'Bildungsromans', 'New England -- Fiction', 'Domestic fiction', 'Sisters -- Fiction', 'Autobiographical fiction', 'Mothers and daughters -- Fiction', 'Young women -- Fiction', 'Family life -- New England -- Fiction'}",Text
PG515,Margret Howth: A Story of To-day,"Davis, Rebecca Harding",1831,1910,['en'],16,{'Fiction'},Text
PG516,The Silverado Squatters,"Stevenson, Robert Louis",1850,1894,['en'],61,"{'Napa Valley (Calif.) -- Description and travel', 'Calistoga (Calif.) -- Description and travel', 'Stevenson, Robert Louis, 1850-1894 -- Travel -- California', 'California -- Description and travel'}",Text
PG517,The Emerald City of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],240,"{'Aunts -- Juvenile fiction', 'Fantasy literature', 'Oz (Imaginary place) -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Battles -- Juvenile fiction', 'Animals, Mythical -- Juvenile fiction', 'Princess Ozma (Fictitious character) -- Juvenile fiction', 'Magic -- Juvenile fiction'}",Text
PG518,The Enchanted Island of Yew: Whereon Prince Marvel Encountered the High Ki of Twi and Other Surprising People,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],112,"{'Magicians -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Twins -- Juvenile fiction', 'Dragons -- Juvenile fiction', 'Boredom -- Juvenile fiction', 'Brigands and robbers -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Knights and knighthood -- Juvenile fiction', 'Princes -- Juvenile fiction', 'Fantasy fiction', 'Adventure and adventurers -- Juvenile fiction'}",Text
PG519,A Kidnapped Santa Claus,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],69,"{'Santa Claus -- Juvenile fiction', 'Fantasy literature', 'Christmas stories'}",Text
PG520,The Life and Adventures of Santa Claus,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],135,"{'Santa Claus -- Juvenile fiction', 'Christmas stories'}",Text
PG521,The Life and Adventures of Robinson Crusoe,"Defoe, Daniel",,1731,['en'],2970,"{'Islands -- Fiction', 'Shipwreck survival -- Fiction', 'Atlantic Ocean -- Fiction', 'Adventure stories', 'Crusoe, Robinson (Fictitious character) -- Fiction', 'Castaways -- Fiction'}",Text
PG522,The Chinese Boy and Girl,"Headland, Isaac Taylor",1859,1942,['en'],41,"{'Folklore -- China', 'Children -- China'}",Text
PG523,"Court Life in China: The Capital, Its Officials and People","Headland, Isaac Taylor",1859,1942,['en'],11,"{'China -- Court and courtiers', 'Empresses -- China -- Biography', 'Women -- China', 'Cixi, Empress dowager of China, 1835-1908'}",Text
PG524,Ann Veronica: A Modern Love Story,"Wells, H. G. (Herbert George)",1866,1946,['en'],167,"{'Great Britain -- Social conditions -- Fiction', 'Love stories', 'Sex role -- Fiction', 'Feminism -- Fiction'}",Text
PG525,"Youth, a Narrative","Conrad, Joseph",1857,1924,['en'],292,"{'Fiction', 'Sea stories', 'Adventure stories'}",Text
PG526,Heart of Darkness,"Conrad, Joseph",1857,1924,['en'],1224,"{'Europeans -- Africa -- Fiction', 'Africa -- Fiction', 'Trading posts -- Fiction', 'Psychological fiction', 'Imperialism -- Fiction', 'Degeneration -- Fiction'}",Text
PG527,The End of the Tether,"Conrad, Joseph",1857,1924,['en'],80,"{'Fathers and daughters -- Fiction', 'Ship captains -- Fiction', 'Seafaring life -- Fiction', 'Older men -- Fiction'}",Text
PG528,"Joe the Hotel Boy; Or, Winning out by Pluck","Alger, Horatio, Jr.",1832,1899,['en'],71,"{'Pennsylvania -- History -- 19th century -- Fiction', 'Swindlers and swindling -- Fiction', 'Conduct of life -- Fiction', 'Hotels, motels, etc. -- Fiction'}",Text
PG529,Knights of Art: Stories of the Italian Painters,"Steedman, Amy",,,['en'],135,"{'Painters -- Italy', 'Art -- Juvenile literature'}",Text
PG530,"Driven from Home; Or, Carl Crawford's Experience","Alger, Horatio, Jr.",1832,1899,['en'],72,"{'Conduct of life -- Juvenile fiction', 'New York (N.Y.) -- Juvenile fiction', 'Didactic fiction', 'Runaway teenagers -- Juvenile fiction'}",Text
PG531,The Gaming Table: Its Votaries and Victims. Volume 2 (of 2),"Steinmetz, Andrew",1816,1877,['en'],12,{'Gambling'},Text
PG532,At the Foot of the Rainbow,"Stratton-Porter, Gene",1863,1924,['en'],43,"{'Indiana -- Fiction', 'Friendship -- Fiction', 'Interpersonal relations -- Fiction', 'Farm life -- Fiction', 'Didactic fiction'}",Text
PG533,The Song of the Cardinal,"Stratton-Porter, Gene",1863,1924,['en'],37,"{'Birds', 'Cardinals (Birds)', 'Nature study'}",Text
PG534,An Inland Voyage,"Stevenson, Robert Louis",1850,1894,['en'],41,{'France -- Description and travel'},Text
PG535,Travels with a Donkey in the Cevennes,"Stevenson, Robert Louis",1850,1894,['en'],277,"{'Stevenson, Robert Louis, 1850-1894 -- Travel -- France -- Cévennes Mountains', 'Cévennes Mountains (France) -- Description and travel', 'Authors, Scottish -- 19th century -- Biography'}",Text
PG536,A Footnote to History: Eight Years of Trouble in Samoa,"Stevenson, Robert Louis",1850,1894,['en'],25,{'Samoan Islands -- History'},Text
PG537,Tales of Terror and Mystery,"Doyle, Arthur Conan",1859,1930,['en'],727,"{'Detective and mystery stories, English', 'Horror tales, English'}",Text
PG538,Jean of the Lazy A,"Bower, B. M.",1874,1940,['en'],44,"{'Ranch life -- Fiction', 'Western stories'}",Text
PG539,A. W. Kinglake: A Biographical and Literary Study,"Tuckwell, William",1829,1919,['en'],12,"{'Kinglake, Alexander William, 1809-1891'}",Text
PG540,The Red Fairy Book,,,,['en'],315,"{'Folklore', 'Fairy tales'}",Text
PG541,The Age of Innocence,"Wharton, Edith",1862,1937,['en'],1413,"{'Married people -- Fiction', 'Domestic fiction', 'Love stories', 'Separated people -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Upper class -- Fiction', 'New York (N.Y.) -- Fiction'}",Text
PG542,The Life of Me: An Autobiography,"Johnson, Clarence Edgar",1906,1994,['en'],30,"{'Johnson family', 'Fisher County (Tex.) -- Biography', 'Johnson, Clarence Edgar, 1906-1994', 'Fisher County (Tex.) -- History'}",Text
PG543,Main Street,"Lewis, Sinclair",1885,1951,['en'],332,"{""Physicians' spouses -- Fiction"", 'Satire', 'Domestic fiction', 'Married women -- Fiction', 'Minnesota -- Fiction', 'Women college graduates -- Fiction', 'City and town life -- Fiction'}",Text
PG544,Anne's House of Dreams,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],1498,"{'Prince Edward Island -- History -- 20th century -- Fiction', 'Country life -- Prince Edward Island -- Fiction', 'Marriage -- Fiction', 'Friendship -- Fiction', 'Shirley, Anne (Fictitious character) -- Fiction', 'Canada -- History -- 1867-1914 -- Fiction', 'Young women -- Fiction', 'Orphans -- Fiction'}",Text
PG545,At the Earth's Core,"Burroughs, Edgar Rice",1875,1950,['en'],105,"{'Fantasy fiction', 'Science fiction', 'Earth (Planet) -- Core -- Fiction', 'Adventure stories'}",Text
PG546,Under the Andes,"Stout, Rex",1886,1975,['en'],100,"{'Andes -- Fiction', 'Brothers -- Fiction', 'Adventure stories', 'Incas -- Fiction'}",Text
PG547,Baron Trigault's Vengeance,"Gaboriau, Emile",1832,1873,['en'],66,"{'Detective and mystery stories', 'Fiction'}",Text
PG548,"Project Trinity, 1945-1946","Maag, Carl R.",,,['en'],74,"{'Nuclear weapons -- Testing', 'Atomic bomb -- New Mexico -- Testing', 'Radioactive fallout -- New Mexico'}",Text
PG549,The Underdogs: A Novel of the Mexican Revolution,"Azuela, Mariano",1873,1952,['en'],101,"{'Mexico -- History -- Revolution, 1910-1920 -- Fiction'}",Text
PG550,Silas Marner,"Eliot, George",1819,1880,['en'],796,"{'Adopted children -- Fiction', 'Domestic fiction', 'Foundlings -- Fiction', 'Fathers and daughters -- Fiction', 'England -- Fiction', 'Weavers -- Fiction'}",Text
PG551,The Land That Time Forgot,"Burroughs, Edgar Rice",1875,1950,['en'],287,"{'Prehistoric peoples -- Fiction', 'Lost continents -- Fiction', 'Science fiction', 'Dinosaurs -- Fiction'}",Text
PG552,The People That Time Forgot,"Burroughs, Edgar Rice",1875,1950,['en'],162,"{'Lost continents -- Fiction', 'Science fiction'}",Text
PG553,Out of Time's Abyss,"Burroughs, Edgar Rice",1875,1950,['en'],162,{'Science fiction'},Text
PG554,The Contrast,"Tyler, Royall",1757,1826,['en'],16,"{'American drama (Comedy)', 'Comedies'}",Text
PG555,The Unbearable Bassington,Saki,1870,1916,['en'],70,{'Manners and customs -- Fiction'},Text
PG556,Rewards and Fairies,"Kipling, Rudyard",1865,1936,['en'],111,"{'Short stories, English', 'Fairies -- Juvenile fiction', 'Fantasy literature', 'Brothers and sisters -- Juvenile fiction'}",Text
PG557,Puck of Pook's Hill,"Kipling, Rudyard",1865,1936,['en'],150,"{'Great Britain -- History -- Fiction', 'Fantasy fiction', 'Space and time -- Fiction'}",Text
PG558,The Thirty-Nine Steps,"Buchan, John",1875,1940,['en'],1100,"{'World War, 1914-1918 -- Fiction', 'Spy stories', 'Intelligence service -- Great Britain -- Fiction', 'Hannay, Richard (Fictitious character) -- Fiction'}",Text
PG559,Greenmantle,"Buchan, John",1875,1940,['en'],281,"{'World War, 1914-1918 -- Fiction', 'Intelligence service -- Great Britain -- Fiction', 'Hannay, Richard (Fictitious character) -- Fiction', 'War stories', 'Spy stories'}",Text
PG560,Mr. Standfast,"Buchan, John",1875,1940,['en'],211,"{'World War, 1914-1918 -- Fiction', 'Intelligence service -- Great Britain -- Fiction', 'Hannay, Richard (Fictitious character) -- Fiction', 'War stories', 'Spy stories'}",Text
PG561,The Further Adventures of Robinson Crusoe,"Defoe, Daniel",,1731,['en'],144,"{'Adventure and adventurers -- Fiction', 'Crusoe, Robinson (Fictitious character) -- Fiction'}",Text
PG562,The Go Ahead Boys and the Racing Motor-Boat,"Kay, Ross",,,['en'],11,"{'Boats and boating -- Juvenile fiction', 'Boys -- Juvenile fiction'}",Text
PG563,"The Planet Mars and Its Inhabitants, a Psychic Revelation","Kennon, J. L.",,,['en'],20,"{'Spiritualism', 'Mars (Planet) -- Miscellanea'}",Text
PG564,The Mystery of Edwin Drood,"Dickens, Charles",1812,1870,['en'],364,"{'Mystery fiction', 'Choral conductors -- Fiction', 'Separation (Psychology) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'England -- Fiction', 'Missing persons -- Fiction', 'Psychological fiction', 'Cathedrals -- Fiction'}",Text
PG565,The Zincali: An Account of the Gypsies of Spain,"Borrow, George",1803,1881,['en'],26,"{'Romanies -- Languages', 'Romanies -- Spain'}",Text
PG566,The History of the Thirty Years' War,"Schiller, Friedrich",1759,1805,['en'],40,"{""Thirty Years' War, 1618-1648"", 'Europe -- History -- 1517-1648'}",Text
PG567,"The Complete Works of Brann, the Iconoclast — Volume 01","Brann, William Cowper",1855,1898,['en'],9,"{'Essays', 'Reformers', 'Brann, William Cowper, 1855-1898'}",Text
PG568,"The Complete Works of Brann, the Iconoclast — Volume 10","Brann, William Cowper",1855,1898,['en'],8,"{'Reformers', 'Brann, William Cowper, 1855-1898', 'Essays'}",Text
PG569,"The Complete Works of Brann, the Iconoclast — Volume 12","Brann, William Cowper",1855,1898,['en'],14,"{'Essays', 'Reformers', 'Brann, William Cowper, 1855-1898'}",Text
PG570,"The Moravians in Georgia, 1735-1740","Fries, Adelaide L. (Adelaide Lisetta)",1871,1949,['en'],14,{'Moravians -- Georgia'},Text
PG571,The 1995 CIA World Factbook,United States. Central Intelligence Agency,,,['en'],37,"{'Political statistics -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.'}",Text
PG572,The Great Big Treasury of Beatrix Potter,"Potter, Beatrix",1866,1943,['en'],210,"{'Short stories', 'Animals -- Juvenile fiction', ""Children's stories, English""}",Text
PG573,Tales from Shakespeare,"Lamb, Mary",1764,1847,['en'],390,"{'Shakespeare, William, 1564-1616 -- Adaptations', 'Shakespeare, William, 1564-1616 -- Stories, plots, etc. -- Juvenile literature'}",Text
PG574,Poems of William Blake,"Blake, William",1757,1827,['en'],254,"{'English poetry', 'Pastoral poetry'}",Text
PG575,"The Essays or Counsels, Civil and Moral","Bacon, Francis",1561,1626,['en'],224,"{'English essays -- Early modern, 1500-1700'}",Text
PG576,The Project Gutenberg Web Pages,Project Gutenberg,,,['en'],5,{'Project Gutenberg'},Text
PG577,"The Works of Samuel Johnson, in Sixteen Volumes. Volume 04","Johnson, Samuel",1709,1784,['en'],16,{'Essays'},Text
PG578,Down with the Cities!,"Nakashima, Tadashi",1920,,['en'],21,"{'Urban ecology (Sociology) -- Japan', 'Urban renewal -- Japan'}",Text
PG579,The Poems of Sidney Lanier,"Lanier, Sidney",1842,1881,['en'],16,"{'Pastoral poetry', 'American poetry'}",Text
PG580,The Pickwick Papers,"Dickens, Charles",1812,1870,['en'],1077,"{'Male friendship -- Fiction', 'Humorous stories', 'England -- Fiction', 'Men -- Societies and clubs -- Fiction'}",Text
PG581,Ginx's Baby: His Birth and Other Misfortunes; a Satire,"Jenkins, Edward",1838,1910,['en'],10,"{'Satire, English', 'Education -- Fiction', 'Christian sects -- Fiction', 'Orphans -- Fiction'}",Text
PG582,A Collection of Beatrix Potter Stories,"Potter, Beatrix",1866,1943,['en'],297,"{'Short stories', 'Animals -- Juvenile fiction', ""Children's stories, English""}",Text
PG583,The Woman in White,"Collins, Wilkie",1824,1889,['en'],1185,"{'Nobility -- Fiction', 'Love stories', 'Deception -- Fiction', 'England -- Fiction', 'Psychiatric hospital patients -- Fiction', 'Inheritance and succession -- Fiction', 'Country homes -- Fiction', 'Psychological fiction', 'Art teachers -- Fiction', 'Gothic fiction (Literary genre)'}",Text
PG584,"Our Nig; Or, Sketches from the Life of a Free Black, in a Two-story White House, North: Showing That Slavery's Shadows Fall Even There","Wilson, Harriet E.",1825,1900,['en'],77,"{'Racism -- Fiction', 'African American women -- Fiction', 'New England -- Fiction', 'Free African Americans -- Fiction', 'Autobiographical fiction', 'African American women household employees -- Fiction'}",Text
PG585,"Running a Thousand Miles for Freedom: Or, The Escape of William and Ellen Craft from Slavery","Craft, William",,,['en'],122,"{'Craft, William', 'Slaves -- Georgia -- Biography', 'Craft, Ellen', 'Fugitive slaves -- United States -- Biography', ""Slaves' writings, American""}",Text
PG586,"Religio Medici, Hydriotaphia, and the Letter to a Friend","Browne, Thomas, Sir",1605,1682,['en'],61,"{'Essays', 'Religion and medicine', 'Christian life', 'Funeral rites and ceremonies', 'Medical ethics', 'Christian ethics', 'Medicine -- History'}",Text
PG587,Danny's Own Story,"Marquis, Don",1878,1937,['en'],11,"{'Satire', 'Humorous stories', 'Fiction'}",Text
PG588,Master Humphrey's Clock,"Dickens, Charles",1812,1870,['en'],82,"{'Great Britain -- History -- 18th century -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Historical fiction', 'Gordon Riots, 1780 -- Fiction'}",Text
PG589,Catriona,"Stevenson, Robert Louis",1850,1894,['en'],192,"{'Scotland -- History -- 18th century -- Fiction', 'Adventure stories'}",Text
PG590,"Robert Louis Stevenson: A Record, an Estimate, and a Memorial","Japp, Alexander H. (Alexander Hay)",1839,1905,['en'],35,"{'Stevenson, Robert Louis, 1850-1894', 'Authors, Scottish -- 19th century -- Biography'}",Text
PG591,Flame and Shadow,"Teasdale, Sara",1884,1933,['en'],45,"{'Lyric poetry', 'American poetry'}",Text
PG592,"The Chinese Nightingale, and Other Poems","Lindsay, Vachel",1879,1931,['en'],19,"{'Fairy tales -- Poetry', 'World War, 1914-1918 -- Poetry', 'American poetry'}",Text
PG593,"A Selection from the Writings of Guy De Maupassant, Vol. I","Maupassant, Guy de",1850,1893,['en'],32,"{'Short stories, French -- Translations into English', 'France -- Social life and customs -- Fiction'}",Text
PG594,Twilight Stories,,,,['en'],52,"{'Short stories', 'Poetry', ""Children's literature""}",Text
PG595,"The Sisters' Tragedy, with Other Poems, Lyrical and Dramatic","Aldrich, Thomas Bailey",1836,1907,['en'],12,{'American poetry'},Text
PG596,Rivers to the Sea,"Teasdale, Sara",1884,1933,['en'],26,"{'Nature -- Poetry', 'Love poetry', 'American poetry'}",Text
PG597,"The Story of Burnt Njal: The Great Icelandic Tribune, Jurist, and Counsellor",Unknown,,,['en'],44,"{'Njáll Thorgursson, approximately 930-1011'}",Text
PG598,"Heimskringla; Or, The Chronicle of the Kings of Norway",Snorri Sturluson,,1241,['en'],284,"{'Iceland -- History', 'Scandinavia -- History', 'Norway -- History', 'Sagas -- Translations into English'}",Text
PG599,Vanity Fair,"Thackeray, William Makepeace",1811,1863,['en'],1027,"{'Female friendship -- Fiction', 'British -- Europe -- Fiction', 'Satire', 'Social classes -- Fiction', 'Married women -- Fiction', 'England -- Fiction', 'Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction'}",Text
PG600,Notes from the Underground,"Dostoyevsky, Fyodor",1821,1881,['en'],2719,"{'Russia -- History -- 1801-1917 -- Fiction', 'Russia -- Officials and employees -- Fiction', 'Political fiction'}",Text
PG601,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",1775,1818,['en'],585,"{'Horror tales', 'Madrid (Spain) -- Fiction', 'Monks -- Fiction', 'Gothic fiction (Literary genre)'}",Text
PG602,Pharsalia; Dramatic Episodes of the Civil Wars,Lucan,39,65,['en'],35,"{'Pharsalus, Battle of, Farsala, Greece, 48 B.C. -- Poetry', 'Epic poetry, Latin -- Translations into English', 'Rome -- History -- Civil War, 49-45 B.C. -- Poetry'}",Text
PG603,Letters of George Borrow to the British and Foreign Bible Society,"Borrow, George",1803,1881,['en'],11,"{'English letters', 'British and Foreign Bible Society', 'Authors, English -- 19th century -- Correspondence'}",Text
PG604,Gulliver of Mars,"Arnold, Edwin Lester Linden",1857,1935,['en'],166,"{'Martians -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction'}",Text
PG605,Pellucidar,"Burroughs, Edgar Rice",1875,1950,['en'],234,"{'Adventure stories', 'Earth (Planet) -- Core -- Fiction', 'Science fiction'}",Text
PG606,Indian Why Stories: Sparks from War Eagle's Lodge-Fire,"Linderman, Frank Bird",1869,1938,['en'],42,"{'Cree Indians -- Folklore', 'Ojibwa Indians -- Folklore', 'Tales -- Montana', 'Indian mythology -- Montana', 'Siksika Indians -- Folklore'}",Text
PG607,Die Augsburger Confession,"Melanchthon, Philipp",1497,1560,"['de', 'la']",45,"{'Lutheran Church -- Doctrines', 'Theology, Doctrinal'}",Text
PG608,Areopagitica: A Speech for the Liberty of Unlicensed Printing to the Parliament of England,"Milton, John",1608,1674,['en'],342,{'Freedom of the press -- Early works to 1800'},Text
PG609,"America, Through the Spectacles of an Oriental Diplomat","Wu, Tingfang",1842,1922,['en'],12,"{'United States -- Civilization -- 1865-1918', 'China -- Civilization -- 1644-1912', 'United States -- Social life and customs -- 1865-1918', 'China -- Social life and customs -- 1644-1912'}",Text
PG610,Idylls of the King,"Tennyson, Alfred Tennyson, Baron",1809,1892,['en'],385,"{'Knights and knighthood -- Poetry', 'Arthurian romances -- Adaptations', 'Arthur, King -- Poetry'}",Text
PG611,Prester John,"Buchan, John",1875,1940,['en'],181,"{'South Africa -- Fiction', 'Zulu (African people) -- Fiction', 'Adventure stories', 'Clergy -- Fiction', 'Scots -- South Africa -- Fiction'}",Text
PG612,"The Constitution of Japan, 1946",Japan,,,['en'],16,"{'Japan -- Constitution', 'Constitutional law -- Japan'}",Text
PG613,"The Constitution of the Empire of Japan, 1889",Japan,,,['en'],17,"{'Japan -- Constitution', 'Constitutional law -- Japan'}",Text
PG614,"Across the Plains, with Other Memories and Essays","Stevenson, Robert Louis",1850,1894,['en'],26,"{'Essays', 'West (U.S.) -- Description and travel', 'Monterey (Calif.) -- Description and travel'}",Text
PG615,Orlando Furioso,"Ariosto, Lodovico",1474,1533,['en'],280,"{'Roland (Legendary character) -- Romances', 'Epic poetry, Italian -- Translations into English', 'Knights and knighthood -- Poetry'}",Text
